afk_sweep -> /home/ben/PycharmProjects/resonance-lighting/ops/bench/data/ca/2026-06-10-afk-sweep-0031.jsonl
patterns=['RGB', 'W', 'RGBW'] gammas=[0, 1] levels=[0, 16, 32, 48, 64, 96, 128, 160, 192, 224, 255]
floor=2.9 V  max=120.0 min
start: battery_v=3.194 soc=33 supply_v=0.02

cyc g  pat  lvl  LED_mA battINA gauge_mA    bv soc mAh_ina  mAh_g
  5 1 RGBW  128    47.0  -173.8 -129.453 3.193  23    72.3   79.9
  5 1 RGBW  160    84.7  -218.0 -130.703 3.191  23    72.5   80.0
  5 1 RGBW  192   136.2  -278.7  -491.25  3.04  23    72.8   80.6
  5 1 RGBW  224   203.1  -356.8 -478.828 3.038  23    73.2   81.1
  5 1 RGBW  255   287.2  -456.5 -493.672 2.987  23    73.7   81.7
  6 0  RGB    0    -0.2  -120.5 -136.328 3.186  23    73.9   81.8
  6 0  RGB   16    16.6  -138.1 -202.188 3.178  22    74.0   82.1
  6 0  RGB   32    32.0  -155.9 -128.125 3.191  22    74.2   82.2
  6 0  RGB   48    47.7  -173.8 -267.578 3.104  22    74.4   82.5
  6 0  RGB   64    63.1  -192.0 -279.766 3.102  22    74.6   82.8
  6 0  RGB   96    94.4  -227.7 -363.438 3.067  22    74.9   83.2
  6 0  RGB  128   125.8  -264.0 -168.594 3.144  22    75.2   83.4
  6 0  RGB  160   157.0  -300.5 -323.672 3.104  22    75.5   83.8
  6 0  RGB  192   189.1  -337.4 -444.375 3.017  22    75.9   84.3
  6 0  RGB  224   220.5  -374.4 -452.578 3.016  22    76.3   84.8
  6 0  RGB  255   253.2  -412.2 -443.906 3.013  22    76.8   85.2
  6 0    W    0    -4.1  -120.4 -125.703 3.188  22    76.9   85.4
  6 0    W   16     2.2  -125.0   -145.0 3.156  22    77.0   85.5
  6 0    W   32     6.7  -129.2 -153.203 3.177  22    77.2   85.7
  6 0    W   48    10.0  -134.2 -133.359 3.186  22    77.3   85.9
  6 0    W   64    15.0  -138.6 -169.688  3.17  22    77.5   86.1
  6 0    W   96    23.5  -147.5 -187.656 3.151  22    77.6   86.3
  6 0    W  128    31.6  -157.0 -124.922  3.19  22    77.8   86.4
  6 0    W  160    40.3  -165.9 -173.594  3.17  22    78.0   86.6
  6 0    W  192    49.0  -175.2 -208.047  3.15  22    78.2   86.8
  6 0    W  224    57.8  -183.9 -211.484 3.146  22    78.4   87.1
  6 0    W  255    66.0  -193.4 -214.141  3.14  22    78.6   87.3
  6 0 RGBW    0    -1.0  -120.2 -128.594 3.191  22    78.7   87.4
  6 0 RGBW   16    18.3  -140.6 -223.359 3.185  22    78.9   87.7
  6 0 RGBW   32    36.1  -160.8   -230.0 3.129  22    79.1   87.9
  6 0 RGBW   48    53.9  -181.4 -124.922 3.191  22    79.5   88.2
  6 0 RGBW   64    71.4  -202.5 -127.578  3.19  22    79.7   88.4
  6 0 RGBW   96   107.1  -244.3 -304.375 3.138  22    80.0   88.7
  6 0 RGBW  128   142.6  -286.0 -314.453 3.043  21    80.3   89.1
  6 0 RGBW  160   178.6  -328.5 -397.812 3.087  21    80.7   89.5
  6 0 RGBW  192   215.2  -371.5 -496.016 2.991  21    81.1   90.0
  6 0 RGBW  224   251.2  -414.6 -493.672 2.989  21    81.5   90.6
  6 0 RGBW  255   288.0  -458.8 -494.453 2.984  21    82.1   91.2
  6 1  RGB    0    -1.9  -120.7 -136.797 3.184  21    82.2   91.3
  6 1  RGB   16     1.1  -120.0 -136.328 3.184  21    82.3   91.5
  6 1  RGB   32     3.0  -121.7 -127.266  3.19  21    82.5   91.6
  6 1  RGB   48     4.1  -123.9 -154.297 3.193  21    82.6   91.8
  6 1  RGB   64     8.0  -127.9 -126.797 3.191  21    82.7   91.9
  6 1  RGB   96    20.4  -142.6 -127.812  3.19  21    82.9   92.1
  6 1  RGB  128    42.2  -167.8 -129.922 3.189  21    83.1   92.2
  6 1  RGB  160    75.2  -205.5 -176.016 3.148  21    83.3   92.4
  6 1  RGB  192   121.0  -258.5 -364.453 3.067  21    83.6   92.8
  6 1  RGB  224   181.0  -327.8 -188.438  3.14  21    84.0   93.0
  6 1  RGB  255   255.0  -414.5 -448.359 3.013  21    84.4   93.5
  6 1    W    0     0.2  -120.5 -132.344 3.187  21    84.6   93.7
  6 1    W   16    -2.9  -120.4 -126.797 3.189  21    84.7   93.8
  6 1    W   32     2.0  -120.7 -130.703 3.189  21    84.8   94.0
  6 1    W   48     2.5  -121.3 -127.578 3.189  21    85.0   94.1
  6 1    W   64     3.3  -122.5 -128.594 3.187  21    85.1   94.2
  6 1    W   96     2.1  -126.0 -150.078 3.186  21    85.3   94.4
  6 1    W  128     8.7  -132.2 -152.422 3.172  21    85.4   94.6
  6 1    W  160    17.1  -141.9 -174.922  3.17  21    85.6   94.8
  6 1    W  192    30.3  -154.8  -171.25 3.159  21    85.7   95.0
  6 1    W  224    46.5  -171.8 -147.422 3.177  21    85.9   95.1
  6 1    W  255    66.5  -193.3 -206.953 3.149  21    86.2   95.4
  6 1 RGBW    0    -0.3  -119.9 -129.141 3.192  21    86.3   95.5
  6 1 RGBW   16     2.0  -120.1 -129.141 3.192  21    86.4   95.7
  6 1 RGBW   32     3.0  -122.0 -129.453 3.195  20    86.6   95.8
  6 1 RGBW   48     5.0  -123.9 -126.797 3.182  20    86.7   95.9
  6 1 RGBW   64     9.0  -128.6 -128.906 3.194  20    86.8   96.1
  6 1 RGBW   96    23.0  -145.2 -182.891 3.196  20    87.0   96.3
  6 1 RGBW  128    47.3  -174.1 -128.906 3.191  20    87.2   96.4
  6 1 RGBW  160    85.5  -219.2 -410.234 3.049  20    87.5   96.9
  6 1 RGBW  192   137.6  -280.4 -496.016 2.997  20    87.8   97.5
  6 1 RGBW  224   206.5  -362.2 -407.578 3.048  20    88.2   97.9
  6 1 RGBW  255   291.4  -462.9 -498.672 2.985  20    88.7   98.5
  7 0  RGB    0    -0.2  -120.6 -129.141  3.19  20    88.8   98.6
  7 0  RGB   16    17.0  -138.0 -135.469 3.189  20    89.0   98.8
  7 0  RGB   32    32.6  -156.5  -131.25  3.19  20    89.2   98.9
  7 0  RGB   48    48.3  -174.8   -135.0 3.189  20    89.3   99.1
  7 0  RGB   64    64.2  -192.8 -219.141 3.147  20    89.6   99.3
  7 0  RGB   96    96.0  -229.8 -376.406 3.064  20    89.8   99.7
  7 0  RGB  128   127.9  -266.2 -211.719 3.142  20    90.1  100.0
  7 0  RGB  160   160.0  -304.2 -133.906 3.139  20    90.5  100.1
  7 0  RGB  192   191.8  -341.2   -415.0 3.061  20    90.8  100.6
  7 0  RGB  224   224.1  -378.7 -358.672 3.083  20    91.3  101.0
  7 0  RGB  255   257.3  -417.6 -451.797  3.01  20    91.7  101.5
  7 0    W    0    -0.0  -120.2 -130.469 3.186  20    91.9  101.6
  7 0    W   16     1.2  -124.9 -159.844 3.187  20    92.0  101.8
  7 0    W   32     5.0  -129.5 -148.984 3.176  20    92.1  102.0
  7 0    W   48    10.8  -134.0 -127.812 3.182  20    92.3  102.1
  7 0    W   64    14.4  -138.8 -143.984 3.183  20    92.4  102.3
  7 0    W   96    23.7  -147.8 -202.734 3.181  20    92.6  102.5
  7 0    W  128    31.8  -157.0 -179.141  3.17  20    92.8  102.7
  7 0    W  160    40.7  -166.1 -213.594 3.146  20    93.0  103.0
  7 0    W  192    49.2  -175.2 -206.953  3.15  19    93.2  103.2
  7 0    W  224    58.0  -184.4 -226.016 3.123  19    93.4  103.4
  7 0    W  255    66.5  -193.8 -205.938 3.146  19    93.6  103.7
  7 0 RGBW    0     2.0  -120.5 -129.922 3.191  19    93.7  103.8
  7 0 RGBW   16    18.7  -140.8 -127.812 3.191  19    93.9  103.9
  7 0 RGBW   32    36.1  -161.9 -135.781 3.186  19    94.1  104.1
  7 0 RGBW   48    54.5  -182.9 -127.812 3.189  19    94.3  104.2
  7 0 RGBW   64    72.3  -203.7 -127.266 3.188  19    94.5  104.4
  7 0 RGBW   96   108.4  -246.2 -308.906 3.141  19    94.8  104.7
  7 0 RGBW  128   145.1  -289.6 -222.344 3.101  19    95.1  105.0
  7 0 RGBW  160   182.4  -333.6 -500.547 2.989  19    95.6  105.8
  7 0 RGBW  192   219.1  -377.6 -502.344 2.986  19    96.1  106.4
  7 0 RGBW  224   255.9  -421.2 -349.375 3.039  19    96.6  106.8
  7 0 RGBW  255   293.5  -466.6 -512.734 2.931  19    97.1  107.4
  7 1  RGB    0     1.9  -120.6 -129.453 3.186  19    97.2  107.5
  7 1  RGB   16     0.3  -120.3  -126.25 3.189  19    97.4  107.7
  7 1  RGB   32     3.0  -121.8 -146.875 3.187  19    97.5  107.8
  7 1  RGB   48     4.3  -123.9 -154.531 3.185  19    97.6  108.0
  7 1  RGB   64     8.0  -128.0 -136.328 3.188  19    97.8  108.2
  7 1  RGB   96    20.8  -143.0 -209.375 3.174  19    97.9  108.4
  7 1  RGB  128    42.5  -168.1 -291.172 3.147  19    98.1  108.7
  7 1  RGB  160    76.3  -207.2 -356.016 3.065  19    98.4  109.1
  7 1  RGB  192   122.7  -260.2 -160.156 3.143  19    98.6  109.3
  7 1  RGB  224   182.9  -330.5 -263.906 3.146  19    99.0  109.6
  7 1  RGB  255   258.1  -418.6 -452.578  3.01  19    99.5  110.1
  7 1    W    0     1.8  -120.5 -129.922  3.19  19    99.6  110.2
  7 1    W   16     0.0  -120.2 -137.656 3.184  19    99.7  110.4
  7 1    W   32     1.9  -120.9 -126.797  3.19  19    99.9  110.5
  7 1    W   48     2.6  -121.0 -134.688 3.189  18   100.0  110.7
  7 1    W   64     3.0  -122.5 -128.594 3.192  18   100.2  110.8
  7 1    W   96     2.4  -125.9 -127.578 3.191  18   100.3  111.0
  7 1    W  128     8.7  -132.2 -150.625 3.182  18   100.4  111.1
  7 1    W  160    17.3  -142.1   -157.5 3.178  18   100.6  111.3
  7 1    W  192    29.8  -155.6  -193.75 3.149  18   100.8  111.5
  7 1    W  224    46.3  -172.5 -197.422 3.145  18   101.0  111.7
  7 1    W  255    66.9  -193.9 -210.703 3.146  18   101.2  112.0
  7 1 RGBW    0     1.8  -120.0 -127.812 3.192  18   101.3  112.1
  7 1 RGBW   16    -0.2  -120.2 -132.578 3.194  18   101.5  112.3
  7 1 RGBW   32     3.0  -121.4 -128.125 3.193  18   101.6  112.4
  7 1 RGBW   48     5.0  -124.0 -130.234 3.193  18   101.7  112.6
  7 1 RGBW   64     9.0  -128.9 -129.141 3.192  18   101.9  112.7
  7 1 RGBW   96    23.1  -145.9 -131.016 3.193  18   102.0  112.9
  7 1 RGBW  128    48.1  -175.5 -215.703 3.177  18   102.2  113.1
  7 1 RGBW  160    87.1  -220.4  -131.25 3.189  18   102.5  113.3
  7 1 RGBW  192   139.6  -283.0 -277.656 3.138  18   102.8  113.6
  7 1 RGBW  224   207.9  -364.1 -310.469 3.075  18   103.2  113.9
  7 1 RGBW  255   294.3  -466.8 -502.656 2.984  18   103.8  114.5
  8 0  RGB    0    -3.2  -120.2 -128.125 3.185  18   103.9  114.6
  8 0  RGB   16    17.0  -138.8 -128.359 3.189  18   104.0  114.8
  8 0  RGB   32    32.8  -156.7 -214.688 3.138  18   104.2  115.0
  8 0  RGB   48    48.6  -174.9 -119.375 3.189  18   104.4  115.2
  8 0  RGB   64    64.4  -193.4 -128.359 3.189  18   104.6  115.3
  8 0  RGB   96    96.6  -230.4 -137.109 3.185  18   104.9  115.4
  8 0  RGB  128   128.2  -267.3 -447.031  3.02  18   105.2  115.9
  8 0  RGB  160   160.5  -305.0 -332.734 3.059  18   105.5  116.3
  8 0  RGB  192   193.0  -342.6 -457.109 3.011  18   105.9  116.8
  8 0  RGB  224   225.3  -380.2 -451.797 3.055  18   106.3  117.3
  8 0  RGB  255   257.7  -418.6 -450.234 3.009  18   106.8  117.8
  8 0    W    0     1.7  -120.3 -133.359 3.183  17   106.9  118.0
  8 0    W   16     2.8  -124.7 -156.641 3.186  17   107.1  118.2
  8 0    W   32     5.8  -129.3 -157.188 3.176  17   107.2  118.3
  8 0    W   48     9.1  -134.0 -148.203 3.169  17   107.4  118.5
  8 0    W   64    14.4  -138.7 -174.141 3.163  17   107.5  118.7
  8 0    W   96    22.8  -148.0 -165.938 3.175  17   107.7  118.9
  8 0    W  128    31.5  -157.0 -203.516 3.148  17   107.9  119.1
  8 0    W  160    40.4  -166.0 -174.375 3.168  17   108.1  119.3
  8 0    W  192    49.2  -175.8 -155.391 3.168  17   108.3  119.5
  8 0    W  224    58.0  -184.7 -218.125 3.145  17   108.5  119.7
  8 0    W  255    66.8  -193.8 -206.953 3.149  17   108.7  120.0
  8 0 RGBW    0    -2.9  -120.2 -126.797  3.19  17   108.8  120.1
  8 0 RGBW   16    18.9  -140.8 -132.891 3.192  17   109.0  120.3
  8 0 RGBW   32    37.0  -161.8 -133.359 3.186  17   109.2  120.4
  8 0 RGBW   48    55.0  -183.4 -135.469 3.185  17   109.4  120.6
  8 0 RGBW   64    73.2  -204.7 -325.547 3.048  17   109.6  120.9
  8 0 RGBW   96   109.5  -247.8 -121.719 3.186  17   109.9  121.1
  8 0 RGBW  128   146.1  -290.2 -127.031 3.185  17   110.2  121.2
  8 0 RGBW  160   182.8  -333.9 -502.109 2.989  17   110.6  121.8
  8 0 RGBW  192   219.3  -377.9 -327.422 3.084  17   111.0  122.2
  8 0 RGBW  224   256.6  -421.7   -505.0 2.983  17   111.5  122.7
  8 0 RGBW  255   294.3  -467.3 -513.203 2.976  17   112.0  123.3
  8 1  RGB    0    -1.4  -120.5 -130.703 3.187  17   112.1  123.4
  8 1  RGB   16    -2.5  -120.6 -138.125 3.189  17   112.3  123.6
  8 1  RGB   32     2.9  -121.5 -130.234  3.19  17   112.4  123.7
  8 1  RGB   48     4.3  -123.7 -125.156 3.182  17   112.5  123.9
  8 1  RGB   64     8.0  -128.0 -179.141 3.187  17   112.7  124.1
  8 1  RGB   96    20.8  -142.9 -141.562 3.191  17   112.8  124.2
  8 1  RGB  128    42.6  -167.7 -290.391 3.144  17   113.0  124.6
  8 1  RGB  160    76.4  -207.0 -127.266 3.189  17   113.3  124.7
  8 1  RGB  192   123.0  -260.8   -297.5 3.057  17   113.6  125.0
  8 1  RGB  224   183.5  -331.1 -365.547 3.056  16   113.9  125.4
  8 1  RGB  255   258.2  -418.7 -452.578 3.013  16   114.4  125.9
  8 1    W    0     0.5  -119.9 -130.703  3.19  16   114.5  126.1
  8 1    W   16     2.0  -120.1 -127.812  3.19  16   114.6  126.2
  8 1    W   32     2.0  -120.8 -127.578 3.191  16   114.8  126.4
  8 1    W   48     2.7  -121.2 -125.703 3.188  16   114.9  126.5
  8 1    W   64     3.1  -122.5 -123.594 3.193  16   115.1  126.6
  8 1    W   96     2.8  -125.8 -134.141 3.187  16   115.2  126.8
  8 1    W  128     8.1  -132.5 -151.406 3.171  16   115.3  127.0
  8 1    W  160    19.1  -141.7 -136.016 3.187  16   115.5  127.1
  8 1    W  192    29.7  -155.5 -199.844 3.148  16   115.7  127.3
  8 1    W  224    46.7  -172.3 -203.516 3.149  16   115.9  127.6
  8 1    W  255    67.0  -193.9 -207.734 3.149  16   116.1  127.8
  8 1 RGBW    0    -4.7  -120.2  -126.25 3.193  16   116.2  127.9
  8 1 RGBW   16    -0.7  -120.0 -128.359 3.193  16   116.4  128.1
  8 1 RGBW   32     3.0  -121.8 -137.656 3.195  16   116.5  128.2
  8 1 RGBW   48     5.0  -123.6 -158.516 3.189  16   116.6  128.4
  8 1 RGBW   64     9.0  -128.8 -159.609 3.187  16   116.8  128.6
  8 1 RGBW   96    23.2  -146.0 -136.016 3.189  16   116.9  128.7
  8 1 RGBW  128    48.6  -175.4 -122.812  3.19  16   117.1  128.9
  8 1 RGBW  160    87.4  -221.6 -126.797 3.189  16   117.4  129.0
  8 1 RGBW  192   140.1  -283.5 -411.328  2.99  16   117.7  129.5
  8 1 RGBW  224   208.0  -364.3   -225.0  3.09  16   118.1  129.7
  8 1 RGBW  255   294.2  -466.3 -504.531 2.982  16   118.7  130.3
  9 0  RGB    0    -1.2  -120.0 -147.656 3.187  16   118.8  130.5
  9 0  RGB   16    16.9  -138.1 -135.781 3.186  16   119.0  130.7
  9 0  RGB   32    32.7  -156.8 -119.062 3.189  16   119.1  130.8
  9 0  RGB   48    48.8  -174.9 -125.938 3.187  16   119.3  130.9
  9 0  RGB   64    64.4  -193.4 -128.359 3.189  16   119.6  131.1
  9 0  RGB   96    96.6  -230.7 -139.766 3.161  16   119.8  131.2
  9 0  RGB  128   128.1  -267.5 -369.766 3.058  16   120.1  131.6
  9 0  RGB  160   160.8  -305.3 -143.672 3.185  16   120.4  131.8
  9 0  RGB  192   192.9  -342.4 -363.906 3.056  16   120.8  132.2
  9 0  RGB  224   225.1  -380.6 -449.141 3.013  15   121.3  132.7
  9 0  RGB  255   257.8  -418.6 -453.672 3.009  15   121.7  133.2
  9 0    W    0    -4.1  -120.4 -146.094 3.187  15   121.9  133.4
  9 0    W   16     1.5  -125.0 -137.656 3.186  15   122.0  133.5
  9 0    W   32     5.1  -129.9 -129.141 3.191  15   122.1  133.7
  9 0    W   48     9.3  -133.9 -132.891 3.191  15   122.3  133.8
  9 0    W   64    14.1  -138.9 -128.594  3.19  15   122.4  134.0
  9 0    W   96    22.9  -148.0 -195.312 3.157  15   122.6  134.2
  9 0    W  128    31.9  -156.8 -128.906 3.183  15   122.8  134.3
  9 0    W  160    40.2  -166.2 -136.797 3.189  15   123.0  134.5
  9 0    W  192    49.5  -175.1 -191.875 3.157  15   123.2  134.7
  9 0    W  224    58.0  -184.7 -193.984 3.157  15   123.4  134.9
  9 0    W  255    66.6  -193.9 -208.047 3.149  15   123.6  135.2
  9 0 RGBW    0     2.0  -120.1 -128.125 3.191  15   123.7  135.3
  9 0 RGBW   16    19.0  -140.6 -225.234 3.177  15   123.9  135.5
  9 0 RGBW   32    37.0  -161.7 -130.234  3.19  15   124.1  135.7
  9 0 RGBW   48    55.2  -183.8 -218.594 3.157  15   124.3  135.9
  9 0 RGBW   64    73.2  -205.0 -130.469 3.187  15   124.5  136.1
  9 0 RGBW   96   109.7  -248.0 -376.641 3.094  15   124.8  136.5
  9 0 RGBW  128   146.3  -291.2 -408.906 2.996  15   125.1  137.0
  9 0 RGBW  160   183.0  -333.8 -503.672 2.991  15   125.5  137.5
  9 0 RGBW  192   219.8  -378.3 -323.203 3.032  15   125.9  137.9
  9 0 RGBW  224   256.5  -422.0 -423.203  2.98  15   126.4  138.3
  9 0 RGBW  255   294.1  -466.8 -505.547 2.979  15   126.9  138.9
  9 1  RGB    0     2.0  -120.6 -128.125 3.188  15   127.0  139.1
  9 1  RGB   16    -3.9  -120.4 -129.453 3.187  15   127.2  139.2
  9 1  RGB   32     3.0  -121.7   -135.0 3.191  15   127.3  139.4
  9 1  RGB   48     4.4  -123.7 -126.484  3.19  15   127.4  139.5
  9 1  RGB   64     8.0  -128.0 -145.312 3.192  15   127.6  139.7
  9 1  RGB   96    20.8  -142.8 -136.328  3.19  15   127.7  139.8
  9 1  RGB  128    42.8  -168.1 -127.031 3.189  15   127.9  140.0
  9 1  RGB  160    76.8  -207.1 -137.891 3.184  15   128.2  140.1
  9 1  RGB  192   123.4  -261.4 -134.453 3.183  15   128.5  140.3
  9 1  RGB  224   183.4  -331.5 -205.391 3.133  15   128.8  140.5
  9 1  RGB  255   258.3  -419.0 -461.094 3.009  14   129.3  141.0
  9 1    W    0    -2.2  -120.5 -130.234 3.188  14   129.4  141.2
  9 1    W   16    -3.4  -120.1 -135.781 3.185  14   129.6  141.3
  9 1    W   32     2.0  -120.9 -127.031  3.19  14   129.7  141.4
  9 1    W   48     2.5  -120.9 -129.688 3.192  14   129.8  141.6
  9 1    W   64     3.1  -122.1   -135.0 3.189  14   130.0  141.8
  9 1    W   96     1.8  -126.0 -133.672 3.188  14   130.1  141.9
  9 1    W  128     7.8  -132.2  -126.25 3.191  14   130.3  142.0
  9 1    W  160    18.2  -141.7 -183.672 3.171  14   130.4  142.3
  9 1    W  192    30.3  -155.0 -170.469 3.167  14   130.6  142.4
  9 1    W  224    46.3  -172.6 -222.891 3.144  14   130.8  142.7
  9 1    W  255    66.7  -193.8 -206.953 3.146  14   131.0  142.9
  9 1 RGBW    0    -0.1  -120.3 -143.984 3.186  14   131.1  143.1
  9 1 RGBW   16    -4.3  -119.8 -124.375 3.194  14   131.3  143.2
  9 1 RGBW   32     3.0  -121.8 -139.219 3.193  14   131.4  143.4
  9 1 RGBW   48     5.0  -124.1 -128.906 3.193  14   131.6  143.5
  9 1 RGBW   64     9.0  -129.0 -175.469 3.198  14   131.7  143.7
  9 1 RGBW   96    23.4  -146.1 -126.797 3.193  14   131.9  143.9
  9 1 RGBW  128    48.5  -175.8 -127.031 3.191  14   132.1  144.0
  9 1 RGBW  160    87.3  -221.2 -319.453 3.132  14   132.3  144.3
  9 1 RGBW  192   140.1  -283.6 -400.469 3.062  14   132.6  144.8
  9 1 RGBW  224   209.5  -365.7 -227.891  3.14  14   133.0  145.1
  9 1 RGBW  255   295.4  -467.9 -508.203 2.982  14   133.6  145.6
 10 0  RGB    0    -4.3  -119.9 -136.797 3.188  14   133.7  145.8
 10 0  RGB   16    16.9  -138.4 -129.453  3.19  14   133.9  146.0
 10 0  RGB   32    33.0  -157.0 -127.578 3.188  14   134.0  146.1
 10 0  RGB   48    49.0  -175.2 -199.844 3.164  14   134.2  146.3
 10 0  RGB   64    64.9  -193.3 -129.141 3.188  14   134.4  146.5
 10 0  RGB   96    96.8  -230.7 -201.406 3.161  14   134.7  146.7
 10 0  RGB  128   128.7  -268.1 -383.516 3.035  14   135.0  147.1
 10 0  RGB  160   160.9  -305.2 -444.922 3.056  14   135.3  147.6
 10 0  RGB  192   193.3  -343.3 -452.109 3.014  14   135.7  148.1
 10 0  RGB  224   225.3  -380.4 -451.562 3.011  14   136.2  148.6
 10 0  RGB  255   258.4  -419.5 -451.797 3.009  14   136.6  149.1
 10 0    W    0    -1.1  -120.1 -129.453 3.187  14   136.8  149.3
 10 0    W   16     0.4  -125.0 -150.078 3.186  14   136.9  149.4
 10 0    W   32     4.8  -129.7 -150.859 3.177  14   137.0  149.6
 10 0    W   48     9.8  -133.9 -128.359 3.188  14   137.2  149.7
 10 0    W   64    13.9  -138.6 -175.469 3.168  13   137.3  149.9
 10 0    W   96    22.8  -147.8 -141.094 3.181  13   137.5  150.1
 10 0    W  128    32.4  -156.7 -186.875 3.162  13   137.7  150.3
 10 0    W  160    40.1  -166.6 -211.172 3.145  13   137.9  150.5
 10 0    W  192    49.2  -175.5 -214.922 3.145  13   138.1  150.8
 10 0    W  224    58.0  -184.8 -208.594 3.143  13   138.3  151.0
 10 0    W  255    66.8  -193.7 -207.266 3.148  13   138.5  151.2
 10 0 RGBW    0    -0.3  -120.2 -129.922 3.191  13   138.6  151.4
 10 0 RGBW   16    19.0  -140.7 -132.031  3.19  13   138.8  151.5
 10 0 RGBW   32    37.1  -162.1 -136.328  3.19  13   138.9  151.7
 10 0 RGBW   48    55.2  -183.6 -319.766 3.108  13   139.1  152.0
 10 0 RGBW   64    73.7  -205.1 -215.938 3.176  13   139.4  152.3
 10 0 RGBW   96   109.9  -248.0 -217.578 3.168  13   139.6  152.5
 10 0 RGBW  128   146.8  -291.4 -389.609 3.092  13   140.0  152.9
 10 0 RGBW  160   183.8  -335.0 -501.875 3.027  13   140.3  153.5
 10 0 RGBW  192   220.2  -378.6 -273.438  3.12  13   140.8  153.8
 10 0 RGBW  224   256.1  -421.8 -362.109 3.041  13   141.2  154.2
 10 0 RGBW  255   294.9  -467.6 -524.062 2.969  13   141.8  154.8
 10 1  RGB    0     0.4  -120.5 -128.906 3.185  13   141.9  155.0
 10 1  RGB   16     0.5  -120.2 -130.703 3.187  13   142.0  155.1
 10 1  RGB   32     3.0  -121.4 -129.922 3.183  13   142.2  155.2
 10 1  RGB   48     4.3  -123.8 -136.016 3.186  13   142.3  155.4
 10 1  RGB   64     8.0  -127.8 -173.359 3.186  13   142.5  155.6
 10 1  RGB   96    20.9  -142.7 -171.797 3.156  13   142.6  155.8
 10 1  RGB  128    43.0  -168.4 -268.672 3.147  13   142.8  156.1
 10 1  RGB  160    77.0  -207.9 -141.328 3.184  13   143.1  156.3
 10 1  RGB  192   123.5  -261.6 -417.109 3.063  13   143.3  156.7
 10 1  RGB  224   184.2  -331.9 -294.297 3.071  13   143.7  157.1
 10 1  RGB  255   259.0  -419.8 -456.094  3.01  13   144.2  157.6
 10 1    W    0    -0.6  -120.0 -129.922 3.187  13   144.3  157.7
 10 1    W   16    -3.0  -120.2 -127.266 3.189  13   144.4  157.8
 10 1    W   32     2.0  -120.9 -127.578 3.189  13   144.6  158.0
 10 1    W   48     2.5  -121.1 -128.125  3.19  13   144.7  158.1
 10 1    W   64     3.2  -121.8 -131.562 3.182  13   144.8  158.3
 10 1    W   96     1.2  -125.9 -152.969 3.185  13   145.0  158.4
 10 1    W  128     7.0  -132.5 -163.047 3.181  13   145.1  158.6
 10 1    W  160    18.8  -141.7 -189.531 3.163  13   145.3  158.8
 10 1    W  192    29.4  -155.2 -125.703  3.19  13   145.5  159.0
 10 1    W  224    46.6  -172.3   -207.5 3.146  13   145.7  159.2
 10 1    W  255    67.0  -194.0 -209.922 3.147  13   145.9  159.5
 10 1 RGBW    0     1.9  -120.3 -128.906 3.191  13   146.0  159.6
 10 1 RGBW   16    -0.4  -119.8 -129.922 3.194  12   146.2  159.7
 10 1 RGBW   32     3.0  -121.8 -127.266 3.191  12   146.3  159.9
 10 1 RGBW   48     4.8  -124.0 -126.797 3.193  12   146.4  160.0
 10 1 RGBW   64     8.9  -129.0 -177.578 3.191  12   146.6  160.2
 10 1 RGBW   96    23.5  -146.4 -124.141 3.192  12   146.7  160.4
 10 1 RGBW  128    48.5  -176.0 -183.125 3.142  12   146.9  160.6
 10 1 RGBW  160    87.6  -222.1 -133.672 3.188  12   147.2  160.7
 10 1 RGBW  192   140.7  -284.1 -406.328  3.04  12   147.5  161.2
 10 1 RGBW  224   210.0  -366.8 -510.859 2.988  12   147.9  161.7
 10 1 RGBW  255   295.9  -468.9 -505.312 2.983  12   148.4  162.3
 11 0  RGB    0    -3.3  -120.0  -131.25 3.187  12   148.6  162.5
 11 0  RGB   16    17.0  -138.5  -193.75 3.175  12   148.7  162.7
 11 0  RGB   32    33.0  -156.7 -147.656  3.14  12   148.9  162.8
 11 0  RGB   48    48.8  -175.2  -126.25 3.188  12   149.1  163.0
 11 0  RGB   64    65.0  -194.0 -292.734 3.084  12   149.3  163.3
 11 0  RGB   96    97.2  -230.6 -417.422 3.023  12   149.6  163.8
 11 0  RGB  128   128.9  -268.3 -370.859 3.059  12   149.9  164.2
 11 0  RGB  160   161.5  -305.8  -283.75 3.114  12   150.2  164.5
 11 0  RGB  192   194.2  -344.0 -218.594 3.111  12   150.6  164.8
 11 0  RGB  224   225.8  -380.9 -450.234 3.012  12   151.0  165.3
 11 0  RGB  255   258.7  -419.8 -459.766 3.007  12   151.5  165.8
 11 0    W    0    -0.2  -120.4 -137.344 3.183  12   151.6  165.9
 11 0    W   16     1.5  -124.9 -154.062 3.183  12   151.8  166.1
 11 0    W   32     4.6  -129.7 -136.328 3.186  12   151.9  166.2
 11 0    W   48     9.0  -134.0 -145.312 3.184  12   152.0  166.4
 11 0    W   64    14.5  -138.6 -124.688  3.19  12   152.2  166.5
 11 0    W   96    24.2  -147.7 -181.562 3.171  12   152.4  166.7
 11 0    W  128    32.1  -157.0 -151.406 3.174  12   152.5  166.9
 11 0    W  160    40.5  -166.7 -209.062 3.154  12   152.7  167.1
 11 0    W  192    49.5  -175.6 -190.859 3.155  12   152.9  167.4
