# fixture_id,F3FD7C
# firmware,net-bench-2026-08-06.4
# capture_id,9
# pulse_ms,35
# requested_conversion_hz,80000
# vsns_sample_hz,40318.875
# d7s_sample_hz,40318.875
# radio_quiet,true
t_ms,bank_v,vsns_mv,d7s_mv,gate_command
-10.3177,5.0500,1253,0,0
-10.2929,5.0540,1254,0,0
-10.2681,5.0379,1250,0,0
-10.2433,5.0782,1260,0,0
-10.2185,5.0782,1260,0,0
-10.1937,5.0742,1259,0,0
-10.1689,5.0862,1262,0,0
-10.1441,5.0943,1264,0,0
-10.1193,5.0782,1260,0,0
-10.0945,5.1064,1267,0,0
-10.0697,5.0943,1264,0,0
-10.0449,5.0943,1264,0,0
-10.0201,5.0782,1260,0,0
-9.9953,5.0822,1261,0,0
-9.9705,5.0782,1260,0,0
-9.9457,5.0862,1262,0,0
-9.9209,5.0983,1265,0,0
-9.8961,5.0500,1253,0,0
-9.8713,5.0943,1264,0,0
-9.8465,5.1265,1272,0,0
-9.8217,5.0943,1264,0,0
-9.7969,5.0540,1254,0,0
-9.7721,5.0943,1264,0,0
-9.7473,5.0862,1262,0,0
-9.7225,5.0742,1259,0,0
-9.6977,5.1064,1267,0,0
-9.6729,5.0661,1257,0,0
-9.6481,5.0943,1264,0,0
-9.6233,5.0862,1262,0,0
-9.5985,5.0862,1262,0,0
-9.5737,5.1064,1267,0,0
-9.5489,5.0943,1264,0,0
-9.5241,5.0782,1260,0,0
-9.4993,5.0742,1259,0,0
-9.4745,5.0742,1259,0,0
-9.4497,5.0903,1263,0,0
-9.4249,5.0782,1260,0,0
-9.4001,5.0782,1260,0,0
-9.3753,5.0903,1263,0,0
-9.3505,5.0943,1264,0,0
-9.3257,5.0782,1260,0,0
-9.3009,5.0661,1257,0,0
-9.2761,5.0822,1261,0,0
-9.2513,5.0782,1260,0,0
-9.2264,5.0580,1255,0,0
-9.2016,5.0782,1260,0,0
-9.1768,5.1265,1272,0,0
-9.1520,5.0661,1257,0,0
-9.1272,5.0943,1264,0,0
-9.1024,5.0943,1264,0,0
-9.0776,5.0782,1260,0,0
-9.0528,5.0742,1259,0,0
-9.0280,5.0943,1264,0,0
-9.0032,5.1064,1267,0,0
-8.9784,5.0742,1259,0,0
-8.9536,5.0500,1253,0,0
-8.9288,5.0943,1264,0,0
-8.9040,5.1104,1268,0,0
-8.8792,5.0983,1265,0,0
-8.8544,5.0862,1262,0,0
-8.8296,5.0661,1257,0,0
-8.8048,5.0943,1264,0,0
-8.7800,5.0822,1261,0,0
-8.7552,5.0983,1265,0,0
-8.7304,5.0943,1264,0,0
-8.7056,5.0782,1260,0,0
-8.6808,5.0782,1260,0,0
-8.6560,5.0782,1260,0,0
-8.6312,5.0943,1264,0,0
-8.6064,5.0903,1263,0,0
-8.5816,5.0862,1262,0,0
-8.5568,5.1024,1266,0,0
-8.5320,5.0983,1265,0,0
-8.5072,5.0943,1264,0,0
-8.4824,5.0742,1259,0,0
-8.4576,5.0943,1264,0,0
-8.4328,5.1265,1272,0,0
-8.4080,5.0862,1262,0,0
-8.3832,5.0862,1262,0,0
-8.3584,5.0742,1259,0,0
-8.3336,5.0701,1258,0,0
-8.3088,5.0782,1260,0,0
-8.2840,5.0701,1258,0,0
-8.2592,5.1145,1269,0,0
-8.2344,5.0742,1259,0,0
-8.2096,5.0661,1257,0,0
-8.1848,5.1265,1272,0,0
-8.1600,5.0943,1264,0,0
-8.1351,5.0742,1259,0,0
-8.1103,5.0862,1262,0,0
-8.0855,5.0943,1264,0,0
-8.0607,5.0782,1260,0,0
-8.0359,5.0862,1262,0,0
-8.0111,5.0782,1260,0,0
-7.9863,5.0903,1263,0,0
-7.9615,5.0379,1250,0,0
-7.9367,5.0661,1257,0,0
-7.9119,5.0701,1258,0,0
-7.8871,5.0943,1264,0,0
-7.8623,5.0943,1264,0,0
-7.8375,5.0903,1263,0,0
-7.8127,5.0500,1253,0,0
-7.7879,5.0661,1257,0,0
-7.7631,5.0862,1262,0,0
-7.7383,5.0782,1260,0,0
-7.7135,5.0862,1262,0,0
-7.6887,5.0661,1257,0,0
-7.6639,5.0822,1261,0,0
-7.6391,5.1104,1268,0,0
-7.6143,5.0862,1262,0,0
-7.5895,5.0701,1258,0,0
-7.5647,5.0742,1259,0,0
-7.5399,5.0782,1260,0,0
-7.5151,5.0782,1260,0,0
-7.4903,5.0903,1263,0,0
-7.4655,5.1104,1268,0,0
-7.4407,5.0822,1261,0,0
-7.4159,5.0661,1257,0,0
-7.3911,5.0943,1264,0,0
-7.3663,5.0862,1262,0,0
-7.3415,5.0822,1261,0,0
-7.3167,5.0822,1261,0,0
-7.2919,5.0983,1265,0,0
-7.2671,5.0782,1260,0,0
-7.2423,5.0943,1264,0,0
-7.2175,5.0661,1257,0,0
-7.1927,5.0862,1262,0,0
-7.1679,5.0943,1264,0,0
-7.1431,5.0500,1253,0,0
-7.1183,5.1024,1266,0,0
-7.0935,5.0379,1250,0,0
-7.0686,5.0782,1260,0,0
-7.0438,5.1064,1267,0,0
-7.0190,5.0943,1264,0,0
-6.9942,5.0782,1260,0,0
-6.9694,5.0983,1265,0,0
-6.9446,5.0983,1265,0,0
-6.9198,5.1064,1267,0,0
-6.8950,5.0862,1262,0,0
-6.8702,5.0943,1264,0,0
-6.8454,5.0983,1265,0,0
-6.8206,5.0822,1261,0,0
-6.7958,5.0983,1265,0,0
-6.7710,5.0943,1264,0,0
-6.7462,5.0943,1264,0,0
-6.7214,5.0903,1263,0,0
-6.6966,5.0822,1261,0,0
-6.6718,5.0742,1259,0,0
-6.6470,5.0742,1259,0,0
-6.6222,5.0500,1253,0,0
-6.5974,5.0701,1258,0,0
-6.5726,5.0782,1260,0,0
-6.5478,5.0943,1264,0,0
-6.5230,5.0983,1265,0,0
-6.4982,5.0862,1262,0,0
-6.4734,5.0943,1264,0,0
-6.4486,5.0903,1263,0,0
-6.4238,5.0983,1265,0,0
-6.3990,5.0903,1263,0,0
-6.3742,5.0379,1250,0,0
-6.3494,5.0943,1264,0,0
-6.3246,5.0782,1260,0,0
-6.2998,5.0379,1250,0,0
-6.2750,5.0782,1260,0,0
-6.2502,5.0862,1262,0,0
-6.2254,5.0983,1265,0,0
-6.2006,5.0983,1265,0,0
-6.1758,5.0782,1260,0,0
-6.1510,5.0782,1260,0,0
-6.1262,5.0661,1257,0,0
-6.1014,5.0943,1264,0,0
-6.0766,5.1225,1271,0,0
-6.0518,5.0782,1260,0,0
-6.0270,5.0742,1259,0,0
-6.0022,5.0862,1262,0,0
-5.9773,5.0983,1265,0,0
-5.9525,5.0903,1263,0,0
-5.9277,5.0782,1260,0,0
-5.9029,5.1104,1268,0,0
-5.8781,5.0903,1263,0,0
-5.8533,5.0782,1260,0,0
-5.8285,5.1064,1267,0,0
-5.8037,5.0782,1260,0,0
-5.7789,5.0661,1257,0,0
-5.7541,5.1225,1271,0,0
-5.7293,5.1104,1268,0,0
-5.7045,5.0661,1257,0,0
-5.6797,5.0822,1261,0,0
-5.6549,5.0943,1264,0,0
-5.6301,5.0782,1260,0,0
-5.6053,5.1225,1271,0,0
-5.5805,5.0500,1253,0,0
-5.5557,5.0822,1261,0,0
-5.5309,5.0862,1262,0,0
-5.5061,5.0862,1262,0,0
-5.4813,5.0661,1257,0,0
-5.4565,5.0782,1260,0,0
-5.4317,5.0903,1263,0,0
-5.4069,5.0903,1263,0,0
-5.3821,5.0782,1260,0,0
-5.3573,5.0983,1265,0,0
-5.3325,5.0379,1250,0,0
-5.3077,5.1024,1266,0,0
-5.2829,5.0540,1254,0,0
-5.2581,5.0822,1261,0,0
-5.2333,5.0822,1261,0,0
-5.2085,5.0983,1265,0,0
-5.1837,5.0661,1257,0,0
-5.1589,5.0903,1263,0,0
-5.1341,5.0943,1264,0,0
-5.1093,5.0903,1263,0,0
-5.0845,5.0903,1263,0,0
-5.0597,5.0903,1263,0,0
-5.0349,5.0943,1264,0,0
-5.0101,5.0822,1261,0,0
-4.9853,5.1104,1268,0,0
-4.9605,5.0983,1265,0,0
